Protein stable ID	Gene name
ENSP00000439456	SLC29A2
ENSP00000442116	SLC29A2
ENSP00000440329	SLC29A2
ENSP00000481944	SLC29A2
ENSP00000493295	OR2A5
	OR2A5
ENSP00000386208	OR2A5
ENSP00000402212	PFDN6
ENSP00000395462	PFDN6
	PFDN6
ENSP00000404773	PFDN6
	PFDN6
ENSP00000418433	PFDN6
ENSP00000448607	PFDN6
	OR56B2P
	OR56B2P
	LDHAP1
	BX005460.1
	AC055839.1
	AC239809.1
	AC108729.2
	TNXA
	AL136097.3
	AC073052.2
	AC073052.2
ENSP00000371116	NUTM2D
ENSP00000396080	NUTM2D
ENSP00000475197	NUTM2D
ENSP00000339495	NELFB
ENSP00000489248	NELFB
	AL139289.1
	TTC41P
	TTC41P
	TTC41P
	TTC41P
	TTC41P
	TTC41P
	TTC41P
	AC040169.4
	AC010618.3
	AC010618.3
	AC010618.3
	AC010618.3
	AC108861.1
	RPL18P11
	AC067863.1
ENSP00000372438	TPTE2
ENSP00000432402	TPTE2
ENSP00000375098	TPTE2
ENSP00000382974	TPTE2
ENSP00000383089	TPTE2
ENSP00000255310	TPTE2
	RPS15AP7
	ZSWIM5P2
	AC025265.1
	AC025265.1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
	INTS6-AS1
ENSP00000456506	MOSMO
ENSP00000454926	MOSMO
ENSP00000454543	MOSMO
ENSP00000455694	MOSMO
ENSP00000455164	MOSMO
	MOSMO
ENSP00000456262	MOSMO
	AL671986.1
ENSP00000359091	NTNG1
ENSP00000359085	NTNG1
	NTNG1
ENSP00000359084	NTNG1
	NTNG1
	NTNG1
ENSP00000359083	NTNG1
ENSP00000359082	NTNG1
	NTNG1
ENSP00000359088	NTNG1
ENSP00000359090	NTNG1
ENSP00000419160	SPATA45
ENSP00000359095	PRMT6
ENSP00000497826	PRMT6
	PRMT6
ENSP00000262445	MAP2K4
ENSP00000463507	MAP2K4
ENSP00000410402	MAP2K4
ENSP00000473582	MAP2K4
ENSP00000473472	MAP2K4
ENSP00000473606	MAP2K4
ENSP00000473458	MAP2K4
ENSP00000473511	MAP2K4
ENSP00000467239	MAP2K4
	MAP2K4
	MAP2K4
	MAP2K4
	MAP2K4
	MAP2K4
	MAP2K4
	AC036164.1
	SOX21-AS1
	SUN3
	SUN3
ENSP00000388627	SUN3
ENSP00000297325	SUN3
ENSP00000406887	SUN3
ENSP00000378939	SUN3
ENSP00000395392	SUN3
ENSP00000409077	SUN3
ENSP00000410204	SUN3
ENSP00000387525	SUN3
	RAB11AP1
	AL117339.4
ENSP00000366157	GPR180
	AL049840.4
ENSP00000391745	PBX2
	PBX2
	PBX2
	PBX2
	PBX2
ENSP00000413079	MICA
ENSP00000402410	MICA
ENSP00000482382	MICA
ENSP00000361994	UBR2
ENSP00000361990	UBR2
ENSP00000361992	UBR2
	LINC01388
ENSP00000250495	NEDD8
ENSP00000380040	NEDD8
	NEDD8
	NEDD8
	NEDD8
	NEDD8
ENSP00000448192	NEDD8
	NEDD8
	COX6CP8
	LINC01289
ENSP00000463808	ATG13
	ATG13
ENSP00000464274	ATG13
ENSP00000433756	ATG13
	ATG13
ENSP00000436931	ATG13
ENSP00000463550	ATG13
ENSP00000463998	ATG13
ENSP00000434390	ATG13
ENSP00000431974	ATG13
ENSP00000462644	ATG13
ENSP00000462167	ATG13
ENSP00000433543	ATG13
	ATG13
	ATG13
ENSP00000464091	ATG13
ENSP00000352500	ATG13
ENSP00000432412	ATG13
ENSP00000378919	ATG13
	ATG13
	ATG13
	ATG13
	ATG13
	ATG13
	ATG13
ENSP00000434125	ATG13
ENSP00000436174	ATG13
ENSP00000431877	ATG13
ENSP00000437191	ATG13
	ATG13
	AL021997.2
ENSP00000398044	CCT6B
ENSP00000327191	CCT6B
	CCT6B
ENSP00000400917	CCT6B
ENSP00000462020	CCT6B
ENSP00000260361	NDUFAF1
ENSP00000453027	NDUFAF1
ENSP00000453944	NDUFAF1
ENSP00000454083	NDUFAF1
ENSP00000364013	TMEFF1
	AC026108.1
ENSP00000446830	DNAJC22
ENSP00000378508	DNAJC22
ENSP00000498036	DNAJC22
	DNAJC22
	DNAJC22
	AC241851.2
	ATP13A5-AS1
	RPL21P121
	FTLP14
ENSP00000405635	CNEP1R1
ENSP00000373786	CNEP1R1
	CNEP1R1
ENSP00000456913	CNEP1R1
	CNEP1R1
ENSP00000456294	CNEP1R1
ENSP00000454676	CNEP1R1
ENSP00000456686	CNEP1R1
ENSP00000457787	CNEP1R1
ENSP00000454356	CNEP1R1
ENSP00000394224	CNEP1R1
	AC010202.1
	LINC02456
	AC012354.1
	PGAM4P1
	AC017083.4
	TMEM86A
	TMEM86A
ENSP00000280734	TMEM86A
	TMEM86A
	TMEM86A
ENSP00000343864	PERM1
	PERM1
ENSP00000414022	PERM1
ENSP00000440850	PARPBP
ENSP00000444576	PARPBP
ENSP00000376641	PARPBP
ENSP00000442549	PARPBP
ENSP00000332915	PARPBP
ENSP00000376643	PARPBP
	PARPBP
	PARPBP
ENSP00000404323	PARPBP
ENSP00000411313	PARPBP
ENSP00000393867	PARPBP
	PARPBP
ENSP00000296027	CXCL5
	AC007684.1
ENSP00000388097	MPG
ENSP00000348809	MPG
	MPG
ENSP00000219431	MPG
ENSP00000380918	MPG
	Z69720.1
ENSP00000378405	BCKDK
ENSP00000456479	BCKDK
ENSP00000378404	BCKDK
ENSP00000287507	BCKDK
ENSP00000219794	BCKDK
	BCKDK
ENSP00000455866	BCKDK
ENSP00000454947	BCKDK
ENSP00000457226	BCKDK
ENSP00000457821	BCKDK
	BSN-DT
	BSN-DT
	AC015818.5
ENSP00000346768	UGT1A9
	UBQLN1P1
	SRGN
ENSP00000242465	SRGN
	AC245884.1
ENSP00000323462	MTMR14
ENSP00000401993	MTMR14
ENSP00000296003	MTMR14
ENSP00000410761	MTMR14
ENSP00000392690	MTMR14
ENSP00000334070	MTMR14
ENSP00000412644	MTMR14
ENSP00000408813	MTMR14
	MTMR14
ENSP00000411417	MTMR14
ENSP00000392935	MTMR14
ENSP00000388746	MTMR14
	MTMR14
	AC084398.1
	AC084398.2
ENSP00000437222	MS4A14
ENSP00000300187	MS4A14
ENSP00000378453	MS4A14
ENSP00000435764	MS4A14
ENSP00000437003	MS4A14
ENSP00000434649	MS4A14
ENSP00000434271	MS4A14
ENSP00000433761	MS4A14
ENSP00000432323	MS4A14
ENSP00000433014	MS4A14
ENSP00000378449	MS4A14
ENSP00000362525	UGT1A7
ENSP00000420181	UGT1A7
ENSP00000228434	CD69
ENSP00000442597	CD69
	CD69
	CD69
	AC063976.3
ENSP00000487718	TRBV23-1
ENSP00000490796	SMIM33
	LINC02448
	AC068473.7
	AC091182.2
	EXOSC7
	EXOSC7
	EXOSC7
ENSP00000265564	EXOSC7
	EXOSC7
	EXOSC7
	EXOSC7
	EXOSC7
	EXOSC7
	EXOSC7
	EXOSC7
ENSP00000494770	SPTLC1
ENSP00000495764	SPTLC1
ENSP00000496627	SPTLC1
ENSP00000495388	SPTLC1
ENSP00000493933	SPTLC1
ENSP00000262554	SPTLC1
	SPTLC1
	SPTLC1
ENSP00000337635	SPTLC1
	SPTLC1
	SPTLC1
	SPTLC1
	SMARCE1P4
ENSP00000356444	SAMD5
ENSP00000456528	SAMD5
	USP9YP7
	CDY6P
	AC022424.2
	AC005410.2
ENSP00000283871	HGD
ENSP00000419838	HGD
	HGD
ENSP00000417977	HGD
ENSP00000419163	HGD
ENSP00000419560	HGD
	HGD
	HGD
	HGD
	HGD
ENSP00000464789	EML2
ENSP00000468329	EML2
ENSP00000465339	EML2
ENSP00000245925	EML2
ENSP00000442365	EML2
ENSP00000468312	EML2
	EML2
ENSP00000465885	EML2
ENSP00000465994	EML2
	EML2
ENSP00000464950	EML2
ENSP00000382503	EML2
ENSP00000464764	EML2
ENSP00000466100	EML2
	EML2
	EML2
ENSP00000465607	EML2
	EML2
	EML2
ENSP00000468383	EML2
ENSP00000465786	EML2
	EML2
ENSP00000468470	EML2
	EML2
ENSP00000467941	EML2
ENSP00000464804	EML2
ENSP00000468373	EML2
	EML2
	EML2
ENSP00000468768	EML2
	EML2
	AC009474.1
ENSP00000253401	ARHGEF9
ENSP00000364012	ARHGEF9
ENSP00000364004	ARHGEF9
ENSP00000490459	ARHGEF9
ENSP00000490063	ARHGEF9
ENSP00000490410	ARHGEF9
ENSP00000490123	ARHGEF9
ENSP00000492318	ARHGEF9
ENSP00000490269	ARHGEF9
ENSP00000490679	ARHGEF9
ENSP00000399994	ARHGEF9
ENSP00000485369	ARHGEF9
ENSP00000485633	ARHGEF9
ENSP00000485144	ARHGEF9
ENSP00000490940	ARHGEF9
ENSP00000489862	ARHGEF9
	ARHGEF9
	ARHGEF9
ENSP00000485086	ARHGEF9
ENSP00000490691	ARHGEF9
ENSP00000489637	ARHGEF9
ENSP00000364006	ARHGEF9
ENSP00000485626	ARHGEF9
ENSP00000489853	ARHGEF9
ENSP00000490693	ARHGEF9
ENSP00000490667	ARHGEF9
ENSP00000490408	ARHGEF9
ENSP00000490005	ARHGEF9
ENSP00000489670	ARHGEF9
ENSP00000485083	ARHGEF9
ENSP00000485160	ARHGEF9
ENSP00000485559	ARHGEF9
ENSP00000485327	ARHGEF9
	ARHGEF9
	ARHGEF9
	ARHGEF9
ENSP00000485282	ARHGEF9
	ARHGEF9
	AC026803.2
	AC026803.2
	BTF3P8
ENSP00000477841	ZNF282
ENSP00000418840	ZNF282
	ZNF282
	ZNF282
	AL590426.1
ENSP00000311165	AQP1
	AQP1
ENSP00000386712	AQP1
ENSP00000387178	AQP1
ENSP00000405698	AQP1
ENSP00000480938	CRIM1
ENSP00000480932	CRIM1
ENSP00000478123	CRIM1
ENSP00000360472	LGI1
ENSP00000487116	LGI1
ENSP00000486908	LGI1
ENSP00000486859	LGI1
ENSP00000486517	LGI1
ENSP00000489781	LGI1
ENSP00000486607	LGI1
ENSP00000490058	LGI1
ENSP00000489682	LGI1
ENSP00000490325	LGI1
ENSP00000485917	LGI1
ENSP00000490496	LGI1
ENSP00000490597	LGI1
ENSP00000490860	LGI1
ENSP00000490654	LGI1
ENSP00000489763	LGI1
ENSP00000490355	LGI1
ENSP00000485868	LGI1
ENSP00000360467	LGI1
	LGI1
	LGI1
	LGI1
	LGI1
	LGI1
	LGI1
	LGI1
	LGI1
	LGI1
	LGI1
	LGI1
ENSP00000393686	FGF12
ENSP00000413496	FGF12
	FGF12
ENSP00000397635	FGF12
ENSP00000410125	FGF12
ENSP00000412904	FGF12
ENSP00000395517	FGF12
	FGF12
	FGF12
	AC093838.1
	AP001999.1
	CEP170P1
	AC114810.2
ENSP00000486013	ADI1
	TRAPPC12
ENSP00000481735	TRAPPC12
ENSP00000486221	TRAPPC12
	TRAPPC12
	TRAPPC12
	TRAPPC12
ENSP00000488507	TRAPPC12
	C5orf38
	C5orf38
	C5orf38
	C5orf38
	C5orf38
	C5orf38
	C5orf38
ENSP00000334267	C5orf38
ENSP00000426967	C5orf38
ENSP00000408820	C5orf38
ENSP00000436450	TAS2R46
ENSP00000200135	ZW10
ENSP00000440879	ZW10
ENSP00000439197	ZW10
ENSP00000488907	SMIM10L1
ENSP00000481632	TBC1D3H
	ZNF33BP1
	AC009963.2
	AC092110.1
	AC021078.1
	AL137001.1
ENSP00000274625	FGF18
ENSP00000392568	DEFB130B
	AL137100.1
	AL159152.1
	AC233699.1
ENSP00000435282	TTC9C
ENSP00000294161	TTC9C
ENSP00000325266	TTC9C
ENSP00000434340	TTC9C
ENSP00000434137	TTC9C
	TTC9C
ENSP00000496326	EPB41
ENSP00000496138	EPB41
ENSP00000495138	EPB41
ENSP00000493575	EPB41
	EPB41
	EPB41
ENSP00000494212	EPB41
ENSP00000362906	EPB41
ENSP00000496751	EPB41
ENSP00000497875	EPB41
ENSP00000290100	EPB41
ENSP00000496675	EPB41
ENSP00000362904	EPB41
ENSP00000494945	EPB41
	EPB41
ENSP00000494244	EPB41
ENSP00000498195	EPB41
ENSP00000498003	EPB41
ENSP00000494042	EPB41
ENSP00000497843	EPB41
ENSP00000494435	EPB41
ENSP00000362903	EPB41
ENSP00000317597	EPB41
ENSP00000495300	EPB41
	EPB41
	EPB41
	EPB41
ENSP00000495763	EPB41
ENSP00000490911	EPB41
ENSP00000493958	EPB41
ENSP00000494357	EPB41
ENSP00000496077	EPB41
	EPB41
	EPB41
	EPB41
	EPB41
	EPB41
	EPB41
ENSP00000495565	EPB41
ENSP00000345259	EPB41
ENSP00000348397	EPB41
ENSP00000328402	OR6C76
	PGR-AS1
	PGR-AS1
	AC091173.1
	MTCO1P3
	AL023574.1
	LINC00315
ENSP00000368436	LRIG3
ENSP00000326759	LRIG3
ENSP00000413143	LRIG3
ENSP00000449169	LRIG3
	LRIG3
	LRIG3
	LRIG3
ENSP00000449109	LRIG3
	LRIG3
	AL031280.1
ENSP00000369251	MAB21L1
ENSP00000476672	RPEL1
	LINC00639
	LINC00639
	LINC00639
	LINC00639
	LINC00639
	OR6C7P
ENSP00000270824	EVA1B
	EVA1B
	CYP4F34P
ENSP00000401115	SS18L2
ENSP00000011691	SS18L2
	SS18L2
	AC096669.1
	AC096669.1
	AC096669.1
	AC080125.1
	LINC02499
	LINC02499
	LINC02499
	AC083805.1
	AC083805.1
	AC118459.2
	AC118459.2
ENSP00000370355	MLH3
ENSP00000451055	MLH3
ENSP00000451130	MLH3
	MLH3
ENSP00000451540	MLH3
ENSP00000452316	MLH3
ENSP00000452136	MLH3
ENSP00000450647	MLH3
	MLH3
	MLH3
ENSP00000451192	MLH3
ENSP00000451095	MLH3
ENSP00000348020	MLH3
ENSP00000481863	MYT1
ENSP00000477771	MYT1
	MYT1
ENSP00000478819	MYT1
ENSP00000483021	MYT1
	AL589666.2
	AC021753.1
	HCG22
	HCG22
	HCG22
ENSP00000376249	CCDC50
ENSP00000376250	CCDC50
	CCDC50
	LBX2-AS1
	LBX2-AS1
ENSP00000261038	DIRC2
ENSP00000418554	DIRC2
ENSP00000481038	CYFIP1
ENSP00000480525	CYFIP1
	CYFIP1
ENSP00000478779	CYFIP1
ENSP00000453060	CYFIP1
	CYFIP1
	CYFIP1
	CYFIP1
ENSP00000479802	CYFIP1
ENSP00000482459	CYFIP1
	CYFIP1
ENSP00000480307	CYFIP1
ENSP00000478377	CYFIP1
ENSP00000480596	CYFIP1
ENSP00000279022	MYL9
ENSP00000217313	MYL9
	LINC01780
	LINC01780
	FLJ37035
	FLJ37035
	FLJ37035
	FLJ37035
	FLJ37035
	FLJ37035
	IGKV1OR2-6
	IGKV2OR2-7D
	AC048382.6
ENSP00000336571	CLDN2
ENSP00000443230	CLDN2
ENSP00000441283	CLDN2
	AL158835.1
	AL158835.1
	AL158835.1
	AL158835.1
	AL158835.1
	AL158835.1
	AL158835.1
	AL158835.1
	AL158835.1
	AL158835.1
	RPF2P2
	MRPS33P3
	AC009097.3
ENSP00000446041	ZSCAN2
ENSP00000410198	ZSCAN2
ENSP00000442693	ZSCAN2
ENSP00000445451	ZSCAN2
ENSP00000439584	ZSCAN2
ENSP00000333895	ZSCAN2
ENSP00000351257	ZSCAN2
ENSP00000438628	ZSCAN2
ENSP00000368663	ZSCAN2
ENSP00000325123	ZSCAN2
ENSP00000441342	ZSCAN2
ENSP00000439132	ZSCAN2
ENSP00000441855	ZSCAN2
ENSP00000440004	ZSCAN2
	ZSCAN2
	AC004147.2
	AC253536.3
	AC074351.1
	NPM1P10
ENSP00000240488	MND1
	MND1
ENSP00000427559	MND1
ENSP00000425500	MND1
ENSP00000422933	MND1
ENSP00000477758	MND1
	ZKSCAN2-DT
ENSP00000470373	FPR2
ENSP00000340191	FPR2
ENSP00000469085	FPR2
ENSP00000468876	FPR2
ENSP00000468897	FPR2
ENSP00000472259	FPR2
	ZNF649-AS1
	AC006272.1
ENSP00000323879	ZNRF2
	ZNRF2
	AC138969.4
	Z98755.1
	AL357139.1
	LINC01176
	LINC01176
	ZGLP1
ENSP00000384434	ZGLP1
ENSP00000385403	ZGLP1
	ALS2CL
ENSP00000313670	ALS2CL
ENSP00000405335	ALS2CL
ENSP00000413223	ALS2CL
	ALS2CL
	ALS2CL
	ALS2CL
ENSP00000395749	ALS2CL
	ALS2CL
	ALS2CL
	PLCE1P1
	APBB1
ENSP00000476846	APBB1
ENSP00000476871	APBB1
ENSP00000299402	APBB1
ENSP00000477213	APBB1
ENSP00000476776	APBB1
ENSP00000311912	APBB1
ENSP00000476442	APBB1
	APBB1
ENSP00000477022	APBB1
ENSP00000476646	APBB1
ENSP00000477069	APBB1
ENSP00000433338	APBB1
	APBB1
	APBB1
	APBB1
	APBB1
ENSP00000476536	APBB1
	APBB1
ENSP00000476647	APBB1
ENSP00000484493	APBB1
ENSP00000483682	APBB1
ENSP00000481817	APBB1
ENSP00000374556	APBB1
	AC116903.1
	AC027544.3
	AC004771.3
ENSP00000470087	AC006486.1
	LINC01449
ENSP00000331626	ZKSCAN2
ENSP00000455586	ZKSCAN2
	ZKSCAN2
ENSP00000372985	LTB
	LTB
	LTB
	RPS20P32
ENSP00000222329	ERF
ENSP00000388173	ERF
	ERF
ENSP00000469274	ERF
ENSP00000468962	ERF
	ERF
	ERF
ENSP00000425992	RAP1GDS1
ENSP00000422348	RAP1GDS1
ENSP00000369503	RAP1GDS1
ENSP00000422426	RAP1GDS1
ENSP00000264572	RAP1GDS1
	RAP1GDS1
ENSP00000426096	RAP1GDS1
ENSP00000386153	RAP1GDS1
	RAP1GDS1
	RAP1GDS1
ENSP00000424324	RAP1GDS1
ENSP00000407157	RAP1GDS1
	RAP1GDS1
ENSP00000424250	RAP1GDS1
ENSP00000421599	RAP1GDS1
	RAP1GDS1
ENSP00000386223	RAP1GDS1
ENSP00000340454	RAP1GDS1
	RAP1GDS1
ENSP00000421482	RAP1GDS1
ENSP00000475933	RAP1GDS1
ENSP00000390471	BPIFB1
ENSP00000253354	BPIFB1
	BPIFB1
ENSP00000294981	MAPKAPK2
ENSP00000356070	MAPKAPK2
	MAPKAPK2
	MAPKAPK2
ENSP00000274711	LRRTM2
ENSP00000430902	LRRTM2
ENSP00000428398	LRRTM2
	LRRTM2
	ST7-OT4
	ST7-OT4
	ST7-OT4
	ST7-OT4
	ST7-OT4
	ST7-OT4
	MTCO3P21
	DEFB119
ENSP00000345768	DEFB119
ENSP00000365499	DEFB119
ENSP00000365492	DEFB119
	RPL12P43
ENSP00000362922	GMEB1
ENSP00000355186	GMEB1
ENSP00000294409	GMEB1
	GMEB1
	LINC02452
	AL160394.1
	YPEL5P3
	AC244034.1
	AC008033.2
ENSP00000494462	MANBA
ENSP00000226578	MANBA
	MANBA
ENSP00000493519	MANBA
ENSP00000495247	MANBA
ENSP00000493992	MANBA
ENSP00000493465	MANBA
ENSP00000496137	MANBA
ENSP00000495483	MANBA
ENSP00000496399	MANBA
ENSP00000495363	MANBA
ENSP00000427322	MANBA
	MANBA
ENSP00000495846	MANBA
	MANBA
ENSP00000495818	MANBA
ENSP00000422001	MANBA
	MANBA
	AC008033.1
	AC245052.6
ENSP00000418194	PARP14
ENSP00000418535	PARP14
ENSP00000497854	PARP14
	PARP14
ENSP00000420649	PARP14
	PARP14
	PARP14
	AC018797.1
	LRRC37A15P
	FTH1P3
	MTCO3P30
	MTATP6P30
	AC007318.2
	AC007318.2
ENSP00000398224	TRIM15
ENSP00000402326	TRIM15
	TRIM15
	TRIM15
ENSP00000447004	TRIM15
ENSP00000449617	TRIM15
	AC244034.2
ENSP00000321132	ZNF554
ENSP00000464865	ZNF554
ENSP00000467997	ZNF554
	ZNF554
	RPL21P5
ENSP00000451463	PROX2
ENSP00000478947	PROX2
ENSP00000451223	PROX2
	STPG2-AS1
ENSP00000428346	STPG2
	STPG2
ENSP00000295268	STPG2
	EIF3J-DT
	EIF3J-DT
	EIF3J-DT
	EIF3J-DT
	EIF3J-DT
ENSP00000428977	VDAC3
ENSP00000428519	VDAC3
ENSP00000429006	VDAC3
ENSP00000428029	VDAC3
	VDAC3
	VDAC3
ENSP00000430373	VDAC3
ENSP00000428845	VDAC3
ENSP00000022615	VDAC3
ENSP00000430908	VDAC3
	VDAC3
	VDAC3
ENSP00000492828	AL022238.4
	GCNT1P3
ENSP00000497805	TRIT1
ENSP00000388333	TRIT1
ENSP00000473773	TRIT1
ENSP00000321810	TRIT1
ENSP00000361905	TRIT1
ENSP00000474264	TRIT1
	TRIT1
	TRIT1
ENSP00000473708	TRIT1
	TRIT1
ENSP00000473745	TRIT1
ENSP00000474151	TRIT1
ENSP00000474768	TRIT1
	TRIT1
ENSP00000437896	TRIT1
ENSP00000437700	TRIT1
ENSP00000470059	AC008982.1
ENSP00000471066	AC008982.1
	HNRNPMP1
	AP000550.3
ENSP00000354090	SIGLEC14
	SIGLEC14
ENSP00000374633	IL17REL
ENSP00000342520	IL17REL
	WHAMMP3
	WHAMMP3
	WHAMMP3
	WHAMMP3
ENSP00000383499	PPP1R11
ENSP00000373107	PPP1R11
ENSP00000383498	PPP1R11
ENSP00000383497	PPP1R11
ENSP00000383496	PPP1R11
ENSP00000383495	PPP1R11
ENSP00000358490	CD2
ENSP00000358489	CD2
	AC020593.1
	FOXM1
ENSP00000342307	FOXM1
ENSP00000354492	FOXM1
ENSP00000352901	FOXM1
ENSP00000442309	FOXM1
	FOXM1
ENSP00000444541	FOXM1
	FOXM1
	FOXM1
ENSP00000486536	FOXM1
	AL022238.2
	AL022238.2
	AL022238.2
ENSP00000458570	PCDHGA4
ENSP00000477894	PCDHGA4
ENSP00000450320	TARBP2
ENSP00000266987	TARBP2
ENSP00000416077	TARBP2
ENSP00000449537	TARBP2
	TARBP2
	TARBP2
ENSP00000447993	TARBP2
	TARBP2
	TARBP2
ENSP00000448199	TARBP2
ENSP00000447262	TARBP2
ENSP00000458011	TARBP2
	TARBP2
ENSP00000448948	TARBP2
ENSP00000448943	TARBP2
ENSP00000377885	TARBP2
ENSP00000447767	TARBP2
	TARBP2
	TARBP2
	TARBP2
	AP003717.1
	AP003717.1
ENSP00000454457	AQP8
ENSP00000219660	AQP8
ENSP00000269221	RMC1
ENSP00000467852	RMC1
	RMC1
ENSP00000467007	RMC1
ENSP00000467692	RMC1
ENSP00000465956	RMC1
ENSP00000464875	RMC1
	RMC1
	RMC1
	RMC1
	RMC1
	RMC1
	RMC1
ENSP00000482573	RMC1
	DCAF8L2
	DCAF8L2
ENSP00000462745	DCAF8L2
ENSP00000464235	DCAF8L2
	DCAF8L2
ENSP00000479800	DCAF8L2
	FTH1P8
	AP002444.1
ENSP00000001008	FKBP4
ENSP00000439703	FKBP4
	FKBP4
ENSP00000446368	FKBP4
	FKBP4
ENSP00000438491	FKBP4
ENSP00000442193	FKBP4
ENSP00000486800	FKBP4
ENSP00000379716	KLRC3
ENSP00000371328	KLRC3
ENSP00000408842	AGPAT1
ENSP00000407189	AGPAT1
ENSP00000397765	AGPAT1
ENSP00000398016	AGPAT1
	AGPAT1
ENSP00000395863	AGPAT1
ENSP00000392820	AGPAT1
	AGPAT1
ENSP00000481990	NDUFA3
ENSP00000477783	NDUFA3
ENSP00000483683	NDUFA3
ENSP00000477571	NDUFA3
ENSP00000480972	NDUFA3
ENSP00000482592	NDUFA3
ENSP00000484034	NDUFA3
ENSP00000481312	NDUFA3
	NDUFA3
ENSP00000483123	NDUFA3
ENSP00000481667	NDUFA3
ENSP00000479136	NDUFA3
	AC012314.4
ENSP00000290649	AMFR
ENSP00000473636	AMFR
	AMFR
	AMFR
	AMFR
ENSP00000456288	AMFR
	AMFR
	AMFR
ENSP00000456745	AMFR
ENSP00000455842	AMFR
	AMFR
	AMFR
	AC079178.1
	AC025186.1
	AC098828.1
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
	AC079779.3
ENSP00000384169	FBLN2
ENSP00000295760	FBLN2
ENSP00000420164	FBLN2
ENSP00000420042	FBLN2
	FBLN2
ENSP00000295761	FBLN2
ENSP00000399224	FBLN2
ENSP00000458906	DUS2
ENSP00000461244	DUS2
ENSP00000461659	DUS2
ENSP00000458152	DUS2
ENSP00000454252	DUS2
ENSP00000455229	DUS2
ENSP00000351769	DUS2
	DUS2
ENSP00000455977	DUS2
ENSP00000454424	DUS2
ENSP00000409498	DUS2
ENSP00000456261	DUS2
ENSP00000456677	DUS2
ENSP00000463498	DUS2
ENSP00000457292	DUS2
	DUS2
ENSP00000358523	VANGL1
ENSP00000310800	VANGL1
ENSP00000358522	VANGL1
	VANGL1
	VANGL1
ENSP00000347672	VANGL1
	AC084879.2
	AL592436.1
ENSP00000287934	FZD1
	SLC25A51P1
	DAOA-AS1
	AL513128.1
	AC091096.1
	AC091096.1
ENSP00000362332	TFAP2E
	TFAP2E
	AL603650.1
ENSP00000365256	CLCN5
ENSP00000365259	CLCN5
ENSP00000476732	CLCN5
ENSP00000496056	CLCN5
ENSP00000365276	CLCN5
ENSP00000496632	CLCN5
ENSP00000304257	CLCN5
ENSP00000495122	CLCN5
ENSP00000496353	CLCN5
	AC067956.1
ENSP00000412439	FKBPL
ENSP00000482578	PPP1R18
	PPP1R18
	PPP1R18
ENSP00000382150	PPP1R18
ENSP00000274853	PPP1R18
ENSP00000480270	PPP1R18
	API5P1
ENSP00000483673	GOLGA6L22
ENSP00000484257	GOLGA6L22
ENSP00000366030	CARNMT1
ENSP00000396353	CARNMT1
ENSP00000366026	CARNMT1
ENSP00000445345	SLC39A3
ENSP00000269740	SLC39A3
ENSP00000465383	SLC39A3
ENSP00000466969	SLC39A3
ENSP00000393715	SLC39A3
	SLC39A3
	AC068492.1
	AC079145.1
ENSP00000383894	MATN3
	MATN3
ENSP00000398753	MATN3
ENSP00000377806	PRICKLE4
ENSP00000377802	PRICKLE4
ENSP00000377803	PRICKLE4
	PRICKLE4
ENSP00000489132	PRICKLE4
ENSP00000404911	PRICKLE4
ENSP00000352128	PRICKLE4
ENSP00000321537	LLGL1
	LLGL1
ENSP00000480006	LLGL1
	ISCA2P1
	AP000902.1
ENSP00000362116	PGC
ENSP00000349094	PGC
ENSP00000399429	PGC
ENSP00000405094	PGC
	LINC01015
	LINC01015
ENSP00000352329	FGF1
ENSP00000367285	FGF1
ENSP00000338548	FGF1
ENSP00000354231	FGF1
	FGF1
ENSP00000383969	FGF1
	FGF1
ENSP00000404742	FGF1
ENSP00000396195	FGF1
	FGF1
ENSP00000378005	FGF1
ENSP00000399458	FGF1
ENSP00000480791	FGF1
ENSP00000480980	FGF1
ENSP00000481868	FGF1
ENSP00000479024	FGF1
ENSP00000413498	COBL
ENSP00000401204	COBL
ENSP00000265136	COBL
	COBL
	COBL
ENSP00000378910	COBL
ENSP00000399500	COBL
ENSP00000488001	COBL
ENSP00000497998	COBL
ENSP00000391864	COBL
ENSP00000378912	COBL
	AC007370.2
	AC091825.1
ENSP00000432084	POLB
ENSP00000265421	POLB
ENSP00000430610	POLB
