Protein stable ID	Gene name
ENSP00000261226	TMCC3
ENSP00000449888	TMCC3
ENSP00000450078	TMCC3
	TMCC3
	AL355075.4
ENSP00000349131	RSPO3
ENSP00000357300	RSPO3
	RSPO3
	AL355075.1
ENSP00000494429	AC068831.7
ENSP00000493953	AC068831.7
ENSP00000307850	DRAP1
ENSP00000437225	DRAP1
ENSP00000366190	DRAP1
	DRAP1
ENSP00000437287	DRAP1
ENSP00000432445	DRAP1
	DRAP1
	DRAP1
	DRAP1
ENSP00000328923	KANK3
ENSP00000470728	KANK3
ENSP00000470585	KANK3
	KANK3
ENSP00000484877	KANK3
	LINC00642
	LINC00642
	LINC00642
	WDR20
ENSP00000335434	WDR20
ENSP00000314209	WDR20
	WDR20
ENSP00000452470	WDR20
ENSP00000341037	WDR20
ENSP00000450636	WDR20
ENSP00000452774	WDR20
ENSP00000299135	WDR20
ENSP00000406084	WDR20
ENSP00000452539	WDR20
ENSP00000451633	WDR20
	WDR20
ENSP00000454151	WDR20
	WDR20
	WDR20
	WDR20
	WDR20
ENSP00000452638	WDR20
ENSP00000395793	WDR20
	AC244255.1
ENSP00000263266	FAM83E
ENSP00000470271	FAM83E
	FAM83E
	FAM83E
	FAM133CP
	AL031587.5
ENSP00000399777	SOX10
ENSP00000380093	SOX10
ENSP00000354130	SOX10
ENSP00000414853	SOX10
	SOX10
	LINC01554
	LINC01554
	LINC01554
	AL845454.3
ENSP00000218316	GPR50
	AC183088.1
ENSP00000432355	SHARPIN
ENSP00000381698	SHARPIN
ENSP00000352551	SHARPIN
	SHARPIN
	SHARPIN
	SHARPIN
	SHARPIN
	SHARPIN
	SHARPIN
	SHARPIN
	RPL31P20
ENSP00000458898	TNFRSF12A
ENSP00000326737	TNFRSF12A
ENSP00000343894	TNFRSF12A
ENSP00000458305	TNFRSF12A
ENSP00000460610	TNFRSF12A
ENSP00000461756	TNFRSF12A
	TNFRSF12A
	AC012464.2
ENSP00000339813	TPST2
ENSP00000381180	TPST2
ENSP00000385192	TPST2
ENSP00000403758	TPST2
ENSP00000403875	TPST2
ENSP00000400357	TPST2
ENSP00000416791	TPST2
ENSP00000401134	TPST2
ENSP00000414809	TPST2
	HMGB1P10
	SOCS2-AS1
	SOCS2-AS1
	SOCS2-AS1
	SOCS2-AS1
	AC011999.1
ENSP00000412035	PIP4K2C
ENSP00000439878	PIP4K2C
ENSP00000450197	PIP4K2C
ENSP00000447390	PIP4K2C
ENSP00000449335	PIP4K2C
ENSP00000448042	PIP4K2C
ENSP00000347032	PIP4K2C
ENSP00000449538	PIP4K2C
ENSP00000393302	FOSL1
ENSP00000310170	FOSL1
ENSP00000436276	FOSL1
ENSP00000431594	FOSL1
ENSP00000434350	FOSL1
	AL359504.2
	AC104454.1
	RPS4XP12
	ATP5F1EP2
	AL365203.2
ENSP00000370421	PDX1
	AC141002.1
	AC010857.1
ENSP00000494094	SLC34A2
ENSP00000423038	SLC34A2
ENSP00000425501	SLC34A2
ENSP00000371483	SLC34A2
ENSP00000423021	SLC34A2
ENSP00000424266	SLC34A2
	SLC34A2
	CXADRP2
	MAFG-DT
	MAFG-DT
	INPP5J
ENSP00000401124	INPP5J
ENSP00000333262	INPP5J
	INPP5J
ENSP00000406570	INPP5J
ENSP00000383150	INPP5J
ENSP00000384596	INPP5J
ENSP00000384534	INPP5J
ENSP00000385264	INPP5J
ENSP00000385343	INPP5J
ENSP00000384540	INPP5J
ENSP00000479645	INPP5J
ENSP00000392924	INPP5J
	LINC02330
ENSP00000433547	PRPF4B
ENSP00000337194	PRPF4B
ENSP00000433714	PRPF4B
	PRPF4B
	PRPF4B
	PRPF4B
	PRPF4B
	PRPF4B
	PRPF4B
ENSP00000346600	LBHD1
ENSP00000416856	LBHD1
ENSP00000436848	LBHD1
ENSP00000410979	LBHD1
	LBHD1
	LBHD1
	LBHD1
	LBHD1
ENSP00000434489	LBHD1
ENSP00000437582	LBHD1
ENSP00000368440	PCYT1B
ENSP00000349211	PCYT1B
ENSP00000368439	PCYT1B
ENSP00000436562	PCYT1B
	AC012557.2
ENSP00000494598	HIVEP3
ENSP00000361664	HIVEP3
ENSP00000361665	HIVEP3
	HIVEP3
	HIVEP3
	HIVEP3
	HIVEP3
ENSP00000494286	AC119676.1
	AL445933.1
	AC097515.1
	AC097515.1
	HLA-U
ENSP00000358580	AP4B1
ENSP00000358582	AP4B1
ENSP00000256658	AP4B1
	AP4B1
	AP4B1
	AP4B1
	AP4B1
	AP4B1
ENSP00000358577	AP4B1
	AP4B1
ENSP00000393622	AP4B1
	AP4B1
ENSP00000358584	AP4B1
	AP4B1
	MTHFD1P1
	GAPDHP46
	AC093151.1
ENSP00000377583	KRTAP2-4
	KYNUP2
	Z68323.1
	LINC01643
	AC007952.3
	AC007952.3
	AC007952.3
ENSP00000369431	CAAP1
ENSP00000497400	CAAP1
ENSP00000487373	CAAP1
ENSP00000427938	CAAP1
ENSP00000427916	CAAP1
	CAAP1
	CAAP1
	BX001005.1
	AC087284.1
	EPCAM-DT
	EPCAM-DT
	EPCAM-DT
	EPCAM-DT
	EPCAM-DT
	AC027176.1
	BCYRN1
	UBE2CP1
	AL049830.2
ENSP00000386058	KLF11
ENSP00000307023	KLF11
ENSP00000387866	KLF11
ENSP00000388263	KLF11
ENSP00000442722	KLF11
ENSP00000444690	KLF11
	AC116099.1
ENSP00000489226	DMRT2
ENSP00000371690	DMRT2
ENSP00000397494	DMRT2
ENSP00000350865	DMRT2
ENSP00000259622	DMRT2
	DMRT2
	DMRT2
ENSP00000371686	DMRT2
ENSP00000305785	DMRT2
ENSP00000456586	AL049844.1
ENSP00000355140	HOXB1
ENSP00000494703	HOXB1
ENSP00000459066	HOXB1
	AC011731.1
	MIR762HG
	MIR762HG
	MIR762HG
	AL713923.1
	SSU72P1
ENSP00000303208	PCSK9
	PCSK9
	AC068112.1
	AC003688.2
ENSP00000436269	SIPA1
ENSP00000436683	SIPA1
ENSP00000434362	SIPA1
ENSP00000433686	SIPA1
ENSP00000377771	SIPA1
	SIPA1
	SIPA1
	SIPA1
	SIPA1
	SIPA1
ENSP00000451828	AKT1
ENSP00000384293	AKT1
ENSP00000270202	AKT1
	AKT1
	AKT1
	AKT1
ENSP00000385326	AKT1
ENSP00000450688	AKT1
ENSP00000497822	AKT1
ENSP00000451470	AKT1
ENSP00000450681	AKT1
	AKT1
ENSP00000481526	AKT1
ENSP00000451166	AKT1
	AKT1
	AKT1
	AKT1
ENSP00000451824	AKT1
	AKT1
	AKT1
	LINC02381
	LINC02381
ENSP00000434458	KRT40
ENSP00000381500	KRT40
ENSP00000366984	KRT40
	AC023794.2
	SPPL2B
ENSP00000478298	SPPL2B
ENSP00000480311	SPPL2B
ENSP00000482470	SPPL2B
ENSP00000482362	SPPL2B
ENSP00000478510	SPPL2B
ENSP00000480813	SPPL2B
	SPPL2B
	SPPL2B
	SPPL2B
	SPPL2B
ENSP00000477658	SPPL2B
	SPPL2B
	SPPL2B
ENSP00000474412	CCL5
ENSP00000475057	CCL5
ENSP00000474141	CCL5
	AC079684.1
	AP003121.1
	AP003121.1
	CLLU1OS
ENSP00000367748	CLLU1OS
	AC008609.1
	AC008609.1
	AC011473.3
	LINC02154
	LINC02154
	ITGA6-AS1
	ITGA6-AS1
	N4BP2L2
	N4BP2L2
ENSP00000427477	N4BP2L2
	N4BP2L2
ENSP00000394239	N4BP2L2
ENSP00000423362	N4BP2L2
	N4BP2L2
ENSP00000267068	N4BP2L2
	N4BP2L2
	N4BP2L2
	N4BP2L2
	N4BP2L2
	N4BP2L2
ENSP00000350104	N4BP2L2
ENSP00000382328	N4BP2L2
	LINC02308
ENSP00000262113	MYOM2
ENSP00000428396	MYOM2
	MYOM2
	MYOM2
	MYOM2
	MYOM2
	MYOM2
	MYOM2
	MYOM2
	MYOM2
	MYOM2
	MYOM2
	MYOM2
	MYOM2
	MYOM2
	AC026124.1
	IPO9-AS1
	IPO9-AS1
	IPO9-AS1
ENSP00000354742	IPO9
	IPO9
	IPO9
ENSP00000387761	IPO9
	AL645504.1
ENSP00000451937	C14orf39
ENSP00000324920	C14orf39
ENSP00000450476	C14orf39
ENSP00000451665	C14orf39
ENSP00000451441	C14orf39
ENSP00000471636	KLK11
ENSP00000324269	KLK11
ENSP00000473047	KLK11
ENSP00000470113	KLK11
ENSP00000413958	KLK11
ENSP00000324414	KLK11
ENSP00000375680	KLK11
	KLK11
ENSP00000470574	KLK11
	KLK11
ENSP00000470783	KLK11
	ZNF426-DT
	ZNF426-DT
	ANKRD37
ENSP00000421529	ANKRD37
ENSP00000335147	ANKRD37
	ANKRD37
	ANKRD37
	ANKRD37
	NOP56P2
	Z82198.2
ENSP00000294507	LAPTM5
	LAPTM5
	LAPTM5
	SPATA31E2P
ENSP00000491070	C17orf100
ENSP00000491523	C17orf100
ENSP00000491769	C17orf100
	LCMT1-AS1
	LCMT1-AS1
	LCMT1-AS1
	LCMT1-AS1
	AL390729.1
	AL390729.1
	AL158211.1
	AP000646.1
ENSP00000496315	AP000646.1
	AC087190.1
	ADIPOR1P1
	PPIAP91
	ZFX-AS1
	AC020907.3
	AC020907.4
	AL133410.1
	AL133410.1
	AC103809.1
ENSP00000410645	HLA-A
	HLA-A
	HLA-A
ENSP00000394582	HLA-A
	HLA-A
	HLA-A
	HLA-A
ENSP00000480039	HLA-A
ENSP00000448992	HLA-A
ENSP00000492821	HLA-A
	UQCRC1
ENSP00000203407	UQCRC1
	UQCRC1
ENSP00000393696	UQCRC1
	UQCRC1
	UQCRC1
ENSP00000388660	UQCRC1
	UQCRC1
	UQCRC1
	UQCRC1
	USP8P1
	AC020658.5
ENSP00000359634	GOLGA7B
	GOLGA7B
ENSP00000471396	GOLGA7B
	WASF5P
ENSP00000312066	SRP68
	SRP68
	SRP68
ENSP00000446136	SRP68
ENSP00000466791	SRP68
	SRP68
	SRP68
	SRP68
	SRP68
	SRP68
ENSP00000467765	SRP68
ENSP00000473613	SRP68
ENSP00000486633	SRP68
	TMPOP1
	FLOT1
ENSP00000372873	FLOT1
ENSP00000416355	FLOT1
	FLOT1
ENSP00000411030	FLOT1
	FLOT1
ENSP00000414435	FLOT1
ENSP00000390961	FLOT1
	FLOT1
ENSP00000391633	FLOT1
ENSP00000403273	FLOT1
	FLOT1
	AL137076.1
	DUX4L7
	AC084851.2
	FTCD
	FTCD
	FTCD
ENSP00000291670	FTCD
ENSP00000380856	FTCD
ENSP00000409015	FTCD
ENSP00000380854	FTCD
ENSP00000380851	FTCD
	FTCD
	FTCD
	FTCD
	FTCD
ENSP00000416511	MDC1
	MDC1
ENSP00000397642	MDC1
	MDC1
	MDC1
ENSP00000396389	MDC1
ENSP00000393886	MDC1
ENSP00000387743	MDC1
ENSP00000447851	MDC1
ENSP00000295588	POGLUT1
ENSP00000419865	POGLUT1
ENSP00000419288	POGLUT1
ENSP00000419876	POGLUT1
	POGLUT1
ENSP00000498165	POGLUT1
ENSP00000420594	POGLUT1
	POGLUT1
	POGLUT1
ENSP00000386111	RTL10
ENSP00000330596	RTL10
	RTL10
ENSP00000384924	RTL10
ENSP00000392994	RTL10
ENSP00000263280	STRN4
ENSP00000375777	STRN4
	STRN4
	STRN4
ENSP00000440901	STRN4
ENSP00000472938	STRN4
	STRN4
ENSP00000470634	STRN4
	STRN4
	STRN4
	STRN4
ENSP00000473446	STRN4
ENSP00000473607	STRN4
	STRN4
	STRN4
	STRN4
	STRN4
	STRN4
ENSP00000471499	STRN4
ENSP00000471354	STRN4
ENSP00000470040	STRN4
ENSP00000472429	STRN4
ENSP00000469279	STRN4
	STRN4
ENSP00000356331	NR5A2
ENSP00000236914	NR5A2
ENSP00000436776	NR5A2
ENSP00000414888	NR5A2
ENSP00000356326	NR5A2
ENSP00000439116	NR5A2
ENSP00000393496	ATP5PO
	ATP5PO
ENSP00000290299	ATP5PO
ENSP00000407220	ATP5PO
ENSP00000393211	ATP5PO
ENSP00000403964	ATP5PO
	ATP5PO
	ATP5PO
	ATP5PO
	ATP5PO
	PTMAP8
	BZW1P2
ENSP00000494128	KCNQ4
ENSP00000262916	KCNQ4
ENSP00000423756	KCNQ4
ENSP00000406735	KCNQ4
	KCNQ4
ENSP00000460964	ATPAF1
ENSP00000431258	ATPAF1
ENSP00000459167	ATPAF1
ENSP00000436690	ATPAF1
ENSP00000436267	ATPAF1
ENSP00000330685	ATPAF1
ENSP00000432771	ATPAF1
ENSP00000435732	ATPAF1
	ATPAF1
ENSP00000433437	ATPAF1
	ATPAF1
	ATPAF1
ENSP00000361005	ATPAF1
ENSP00000443588	ATPAF1
	BX248109.1
	SLC14A2-AS1
	SLC14A2-AS1
	SLC14A2-AS1
	SLC14A2-AS1
	AC022240.1
	LINC02548
	LINC02548
	AC005197.1
	AC099677.4
	KRT18P53
	NRM
ENSP00000407779	NRM
	NRM
	NRM
ENSP00000389958	NRM
	NRM
	NRM
ENSP00000414927	NRM
ENSP00000478812	NRM
	RPF2P1
ENSP00000332791	KLHL15
	AL353726.2
	AL451142.1
	SEPT14P12
	SAP18P2
ENSP00000359683	AL355315.1
	LINC02426
	AC091515.1
ENSP00000314299	CFHR1
ENSP00000356394	CFHR1
	CFHR1
	CFHR1
	CFHR1
	AC104581.1
	AC006449.3
ENSP00000350549	HMX3
ENSP00000356399	CFH
ENSP00000487250	CFH
	CFH
ENSP00000352658	CFH
	CFH
	CFH
ENSP00000220496	DNAJC17
	DNAJC17
ENSP00000453354	DNAJC17
	DNAJC17
ENSP00000452716	DNAJC17
ENSP00000473912	DNAJC17
ENSP00000453298	DNAJC17
ENSP00000454082	DNAJC17
	DNAJC17
	DNAJC17
	DNAJC17
ENSP00000485700	DNAJC17
ENSP00000390687	SETBP1
ENSP00000497406	SETBP1
ENSP00000282030	SETBP1
ENSP00000468506	SETBP1
ENSP00000496513	SETBP1
	AC092066.1
	AL353651.3
	SDHDP2
	DDX11-AS1
	DDX11-AS1
	DDX11-AS1
	AC239859.1
	TOMM20P3
	AC092597.1
ENSP00000282701	BMP3
ENSP00000406027	EPM2AIP1
ENSP00000485489	EPM2AIP1
ENSP00000485091	EPM2AIP1
	LINC01691
ENSP00000378402	SIN3A
ENSP00000353622	SIN3A
ENSP00000378403	SIN3A
	SIN3A
	SIN3A
	SIN3A
ENSP00000455204	SIN3A
ENSP00000455072	SIN3A
ENSP00000454750	SIN3A
ENSP00000455834	SIN3A
ENSP00000455662	SIN3A
ENSP00000455644	SIN3A
ENSP00000456997	SIN3A
	SIN3A
ENSP00000454296	SIN3A
	DBH-AS1
ENSP00000341765	SPATA16
	AC026583.1
	AGAP10P
	CHIAP1
	OR7E86P
ENSP00000493957	AC073508.2
ENSP00000463483	AC073508.2
ENSP00000259870	C6orf15
ENSP00000427654	ZFYVE28
ENSP00000290974	ZFYVE28
ENSP00000425706	ZFYVE28
ENSP00000426299	ZFYVE28
	ZFYVE28
ENSP00000425766	ZFYVE28
ENSP00000422638	ZFYVE28
ENSP00000423694	ZFYVE28
ENSP00000427471	ZFYVE28
	ZFYVE28
	ZFYVE28
	AL158068.1
ENSP00000493307	OR4N5
ENSP00000332110	OR4N5
ENSP00000438013	OR4Q2
ENSP00000484287	OR4Q2
	AC113404.3
	AC003986.3
	SLC25A5P9
	AC104596.2
ENSP00000373301	SH3BP5
ENSP00000400128	SH3BP5
ENSP00000388553	SH3BP5
ENSP00000386231	SH3BP5
ENSP00000394115	SH3BP5
ENSP00000389484	SH3BP5
ENSP00000408246	SH3BP5
	SH3BP5
	SH3BP5
ENSP00000346127	PLEKHB1
ENSP00000381505	PLEKHB1
ENSP00000440122	PLEKHB1
ENSP00000227214	PLEKHB1
ENSP00000381507	PLEKHB1
ENSP00000441224	PLEKHB1
	PLEKHB1
ENSP00000443899	PLEKHB1
ENSP00000445990	PLEKHB1
ENSP00000439714	PLEKHB1
ENSP00000438809	PLEKHB1
ENSP00000445807	PLEKHB1
	PLEKHB1
ENSP00000444453	PLEKHB1
ENSP00000442136	PLEKHB1
ENSP00000442616	PLEKHB1
ENSP00000440102	PLEKHB1
ENSP00000441558	PLEKHB1
	PLEKHB1
	PLEKHB1
	PLEKHB1
	PLEKHB1
	IGHV1OR15-2
	NMBR
ENSP00000258042	NMBR
ENSP00000313226	CTXN1
	RPL13AP2
ENSP00000422581	TRIML2
ENSP00000317498	TRIML2
ENSP00000421575	TRIML2
ENSP00000426074	TRIML2
	TRIML2
	TRIML2
	TRIML2
	AC010336.5
	AC010336.5
ENSP00000265293	WWC1
ENSP00000427772	WWC1
	WWC1
	WWC1
ENSP00000377473	WWC1
	WWC1
	WWC1
ENSP00000429339	WWC1
	WWC1
	WWC1
	WWC1
	WWC1
ENSP00000428084	WWC1
	WWC1
	WWC1
	WWC1
ENSP00000359794	PTGFR
ENSP00000432599	PTGFR
ENSP00000359793	PTGFR
ENSP00000359792	PTGFR
ENSP00000418374	EAF2
	EAF2
ENSP00000273668	EAF2
ENSP00000410708	EAF2
ENSP00000419552	EAF2
ENSP00000340083	KRCC1
ENSP00000478144	KIR2DL4
ENSP00000479780	KIR2DL4
ENSP00000484328	KIR2DL4
	KIR2DL4
ENSP00000481870	KIR2DL4
	MMP11
	MMP11
	MMP11
ENSP00000215743	MMP11
	MMP11
ENSP00000409860	MMP11
ENSP00000408070	MMP11
	MMP11
ENSP00000412107	MMP11
	MMP11
	MMP11
	MMP11
	MMP11
	AC083904.1
ENSP00000419325	SUCLG2
ENSP00000417260	SUCLG2
ENSP00000307432	SUCLG2
ENSP00000417589	SUCLG2
ENSP00000323588	SOX2
ENSP00000468703	FKBP10
ENSP00000466097	FKBP10
ENSP00000408232	FKBP10
ENSP00000317232	FKBP10
ENSP00000466352	FKBP10
	FKBP10
ENSP00000416822	FKBP10
	FKBP10
	FKBP10
	AC012519.1
ENSP00000417341	KBTBD8
	KBTBD8
ENSP00000419738	KBTBD8
ENSP00000401878	KBTBD8
ENSP00000418075	KBTBD8
	RPSAP2
	AC074194.1
ENSP00000467127	NFKBID
ENSP00000493265	NFKBID
ENSP00000475712	NFKBID
	NFKBID
	NFKBID
	NFKBID
	NFKBID
ENSP00000465684	NFKBID
	NFKBID
	NFKBID
ENSP00000380109	NFKBID
ENSP00000395977	NFKBIL1
ENSP00000411611	NFKBIL1
ENSP00000413643	NFKBIL1
	NFKBIL1
	NFKBIL1
ENSP00000422118	STOX2
	STOX2
ENSP00000311257	STOX2
ENSP00000425388	STOX2
ENSP00000426209	STOX2
ENSP00000300005	ERI2
	ERI2
ENSP00000455982	ERI2
	ERI2
ENSP00000457488	ERI2
ENSP00000454720	ERI2
ENSP00000454661	ERI2
	ERI2
	ERI2
	ERI2
	ERI2
	ERI2
	ERI2
	ERI2
ENSP00000350651	ERI2
	AC141273.2
	AC108477.1
ENSP00000492502	SPIN3
ENSP00000492829	SPIN3
ENSP00000492824	SPIN3
ENSP00000491646	SPIN3
ENSP00000491666	SPIN3
ENSP00000491217	SPIN3
ENSP00000492130	SPIN3
ENSP00000491098	SPIN3
ENSP00000491334	SPIN3
ENSP00000491882	SPIN3
ENSP00000491629	SPIN3
ENSP00000491321	SPIN3
ENSP00000491610	SPIN3
ENSP00000492648	SPIN3
ENSP00000491878	SPIN3
ENSP00000492486	SPIN3
ENSP00000491221	SPIN3
ENSP00000433337	SPIN3
ENSP00000491400	SPIN3
ENSP00000491667	SPIN3
ENSP00000491050	SPIN3
ENSP00000491130	SPIN3
ENSP00000436805	SPIN3
ENSP00000491103	SPIN3
ENSP00000492445	SPIN3
ENSP00000492259	SPIN3
	SPIN3
ENSP00000491607	SPIN3
ENSP00000492685	SPIN3
ENSP00000491947	SPIN3
	SPIN3
ENSP00000492383	SPIN3
ENSP00000364054	SPIN3
ENSP00000492795	SPIN3
ENSP00000492344	SPIN3
ENSP00000491624	SPIN3
ENSP00000491397	SPIN3
ENSP00000491751	SPIN3
ENSP00000492381	SPIN3
ENSP00000491519	SPIN3
ENSP00000492289	SPIN3
ENSP00000492102	SPIN3
ENSP00000491780	SPIN3
ENSP00000491179	SPIN3
ENSP00000492429	SPIN3
ENSP00000366695	SEC23B
ENSP00000338844	SEC23B
ENSP00000495008	SEC23B
ENSP00000403971	SEC23B
ENSP00000262544	SEC23B
ENSP00000496460	SEC23B
ENSP00000496118	SEC23B
ENSP00000496507	SEC23B
ENSP00000497473	SEC23B
ENSP00000366685	SEC23B
	SEC23B
ENSP00000409882	SEC23B
ENSP00000457003	ACSM3
	ACSM3
	ACSM3
ENSP00000456055	ACSM3
ENSP00000457158	ACSM3
ENSP00000289416	ACSM3
ENSP00000394565	ACSM3
ENSP00000458068	ACSM3
ENSP00000456767	ACSM3
ENSP00000457926	ACSM3
	ACSM3
	ACSM3
ENSP00000457608	ACSM3
	ACSM3
	ACSM3
	AC092943.1
ENSP00000388136	FYCO1
ENSP00000296137	FYCO1
ENSP00000398517	FYCO1
	FYCO1
ENSP00000441178	FYCO1
	AC133539.1
	AP001024.1
ENSP00000451138	ACIN1
ENSP00000483298	ACIN1
ENSP00000345541	ACIN1
ENSP00000350073	ACIN1
ENSP00000474349	ACIN1
ENSP00000262710	ACIN1
ENSP00000380502	ACIN1
ENSP00000451328	ACIN1
	ACIN1
	ACIN1
	ACIN1
	ACIN1
	ACIN1
ENSP00000451410	ACIN1
	ACIN1
	ACIN1
	ACIN1
	ACIN1
ENSP00000481955	ACIN1
	ACIN1
	ACIN1
	ACIN1
ENSP00000405677	ACIN1
ENSP00000355050	CTNNBL1
ENSP00000394464	CTNNBL1
ENSP00000487198	CTNNBL1
ENSP00000362572	CTNNBL1
	CTNNBL1
ENSP00000362568	CTNNBL1
	CTNNBL1
	CTNNBL1
ENSP00000478532	CTNNBL1
ENSP00000384355	CTNNBL1
ENSP00000358397	FAM72B
ENSP00000347368	FAM72B
ENSP00000482799	FAM72B
ENSP00000484557	FAM72B
ENSP00000392882	FAM72B
	FAM72B
	FAM72B
	RPL22P6
	AC131210.1
ENSP00000411848	MARCH8
ENSP00000379116	MARCH8
	MARCH8
	MARCH8
ENSP00000396678	MARCH8
	MARCH8
ENSP00000317087	MARCH8
	AC073358.1
	AL031963.3
ENSP00000419402	DRD3
ENSP00000420662	DRD3
ENSP00000295881	DRD3
ENSP00000373169	DRD3
ENSP00000490100	RASSF3
ENSP00000490955	RASSF3
ENSP00000283172	RASSF3
ENSP00000443021	RASSF3
	RASSF3
ENSP00000336616	RASSF3
	AC234771.1
ENSP00000487709	SMIM10L2B
	AC004542.1
ENSP00000488600	IGHV3-74
	AC004542.2
	PDCL3P6
ENSP00000432656	SIRPB2
ENSP00000435045	SIRPB2
ENSP00000352849	SIRPB2
ENSP00000402438	SIRPB2
	SIRPB2
	SIRPB2
ENSP00000477149	SIRPB2
	SIRPB2
	AL157395.1
	LINC02492
	LINC02492
	LINC02492
	LINC02492
	AL357084.1
ENSP00000418835	PHC3
ENSP00000420294	PHC3
ENSP00000420271	PHC3
ENSP00000419089	PHC3
ENSP00000417360	PHC3
ENSP00000418039	PHC3
	PHC3
ENSP00000417633	PHC3
ENSP00000417860	PHC3
ENSP00000419899	PHC3
	PHC3
ENSP00000420713	PHC3
	PHC3
ENSP00000420454	PHC3
ENSP00000417540	PHC3
	PHC3
	PHC3
ENSP00000401884	TENT5A
ENSP00000358769	TENT5A
ENSP00000318298	TENT5A
ENSP00000358771	TENT5A
ENSP00000404872	TENT5A
ENSP00000358407	ADAM30
ENSP00000387303	TDRD9
	TDRD9
	TDRD9
ENSP00000451637	TDRD9
	TDRD9
	TDRD9
	TDRD9
ENSP00000343545	TDRD9
	NBPF7
	DUX4L19
	AC121334.1
	AC091614.1
	AC093763.1
	AC105402.2
ENSP00000228641	MYF6
ENSP00000385941	SEC14L3
ENSP00000215812	SEC14L3
ENSP00000385004	SEC14L3
ENSP00000405055	SEC14L3
ENSP00000383896	SEC14L3
ENSP00000402986	SEC14L3
ENSP00000439752	SEC14L3
	LINC02515
	LINC01355
	LINC01355
	LINC01355
	MTMR9LP
	MTMR9LP
	MTMR9LP
	MTMR9LP
	AC112178.1
	AC112178.1
ENSP00000415219	AC018512.1
	TRIM26BP
	AC084116.3
	AC215799.1
	IGHVIII-67-3
ENSP00000326200	ZBTB11
	ZBTB11
ENSP00000417369	ZBTB11
ENSP00000471613	AC008758.5
ENSP00000381895	SMCO3
ENSP00000342974	ZNF791
ENSP00000412981	ZNF791
ENSP00000472685	ZNF791
ENSP00000469996	ZNF791
ENSP00000471179	ZNF791
	ZNF791
	AC007655.1
	SNX12
ENSP00000363392	SNX12
	SNX12
	SNX12
ENSP00000276105	SNX12
ENSP00000481314	SNX12
ENSP00000483613	SNX12
ENSP00000331411	FBLN7
ENSP00000386295	FBLN7
ENSP00000386822	FBLN7
ENSP00000387000	FBLN7
	FBLN7
ENSP00000388025	FBLN7
ENSP00000272559	FBLN7
ENSP00000445907	MGP
ENSP00000445436	MGP
ENSP00000228938	MGP
	MGP
	ZBTB11-AS1
	AC007349.4
	AC007349.1
	ANKRD52
ENSP00000267116	ANKRD52
	ANKRD52
	ANKRD52
	OR6D1P
	OR6D1P
	OR6D1P
ENSP00000260264	POU2F3
ENSP00000441687	POU2F3
ENSP00000435738	POU2F3
	POU2F3
	POU2F3
ENSP00000453150	POU2F3
	POU2F3
ENSP00000286482	MAGEA8
	MAGEA8
	MAGEA8
ENSP00000438293	MAGEA8
ENSP00000443776	MAGEA8
ENSP00000471607	AC008758.6
	MTCO2P27
	C3orf67-AS1
	C3orf67-AS1
	C3orf67-AS1
	C3orf67-AS1
ENSP00000445121	AC005832.4
ENSP00000340004	ZNF564
ENSP00000415828	ZNF564
ENSP00000470670	ZNF564
ENSP00000408822	ZNF564
	ZNF564
	AC005832.1
	AC006063.1
	AC108032.1
	AC233724.12
	AL021937.4
	AC233724.10
	AL021937.1
ENSP00000439697	DYRK4
ENSP00000441996	DYRK4
ENSP00000444842	DYRK4
ENSP00000439168	DYRK4
	DYRK4
	DYRK4
ENSP00000441755	DYRK4
	DYRK4
	DYRK4
	DYRK4
	DYRK4
	DYRK4
	DYRK4
	DYRK4
ENSP00000438769	DYRK4
	DYRK4
ENSP00000010132	DYRK4
	RFPL3S
	RFPL3S
	RFPL3S
	RFPL3S
	RFPL3S
	RFPL3S
ENSP00000473043	AC010422.6
ENSP00000300870	ZNF267
ENSP00000461286	ZNF267
ENSP00000454753	ZNF267
ENSP00000454369	ZNF267
ENSP00000455493	ZNF267
	ZNF267
	PPIAP20
	MTATP6P27
	DUX4L16
	DUX4L17
ENSP00000301547	ZNF443
ENSP00000389105	ZNF443
ENSP00000417472	BTN2A2
ENSP00000418965	BTN2A2
ENSP00000349143	BTN2A2
	BTN2A2
ENSP00000337117	BTN2A2
ENSP00000418857	BTN2A2
ENSP00000419226	BTN2A2
ENSP00000419451	BTN2A2
ENSP00000394241	BTN2A2
ENSP00000417676	BTN2A2
	BTN2A2
ENSP00000418657	BTN2A2
ENSP00000399308	BTN2A2
ENSP00000417511	BTN2A2
ENSP00000418176	BTN2A2
ENSP00000417129	BTN2A2
ENSP00000318486	CDK5R1
ENSP00000464129	CDK5R1
ENSP00000463654	CDK5R1
	IGLVIVOR22-2
	IGLCOR22-2
ENSP00000252512	XPO7
ENSP00000429290	XPO7
	XPO7
	XPO7
	XPO7
ENSP00000410249	XPO7
	XPO7
ENSP00000429317	XPO7
	XPO7
ENSP00000380609	RFPL3
ENSP00000249007	RFPL3
ENSP00000361209	SPACA9
ENSP00000348659	SPACA9
ENSP00000298546	SPACA9
	MTND2P40
ENSP00000280154	PDCD4
	PDCD4
	PDCD4
ENSP00000394668	PDCD4
	PDCD4
	PDCD4
	PDCD4
	PDCD4
	PDCD4
	PDCD4
ENSP00000376816	PDCD4
ENSP00000404127	AC008758.1
ENSP00000380840	ZNF709
